return,risk,sharpe,cost,diversification,VTI_weight,VOO_weight,VBR_weight,VTV_weight,MTUM_weight,VXUS_weight,BND_weight
0.06508132954657,0.10205437122555429,0.6377123171209517,0.0005524802819693368,1.1316590874024721,0.05873443251921863,0.1265369332174702,0.019077865641706555,0.051465503773200055,0.12911421285292976,0.2119138247795462,0.4031572272159286
0.06480803449082244,0.10218118068812163,0.6342462873729179,0.0006020892631949047,1.1560454732673966,0.10660526079318203,0.01823206792425001,0.06132240187861137,0.008296418288644018,0.14713896611565133,0.25040975318953546,0.4079951318101258
0.06627401306369403,0.10683287964267038,0.6203522107179386,0.0005563513969379435,1.1428504242570858,0.056831635076334056,0.14042024580547513,0.07937114985461384,0.001318524748535241,0.11120914183229114,0.22755028580623782,0.3832990168765128
0.0651267749885654,0.10572096341939638,0.6160251749712747,0.0005138268960950609,1.118180971950428,0.10646033383677446,0.06648641011979835,0.06192369086737785,0.07401476082751461,0.0726992789025611,0.23604202245571268,0.3823735029902609
0.06627866499144222,0.1087689143220629,0.6093530068268607,0.0005874795846280131,1.1225648752853485,0.0742026261417185,0.02238888823004735,0.042589994305090875,0.061202158542416646,0.10462874627809902,0.34692218879504055,0.34806539770758715
0.0653282978522846,0.10769290627925247,0.6066165368672048,0.0006315752414466171,1.1651456348378701,0.04352718780188754,0.020692589434980306,0.03179745530640235,0.1315872085735817,0.17531572077006108,0.23829668385656175,0.3587831542565253
0.06876705004698623,0.11415758181200832,0.6023870596718665,0.0005610595590756386,1.119799738846484,0.19757473251999497,0.030802285815356184,0.03004773044177235,0.0450590001224988,0.12725056883014596,0.22958471072626166,0.3396809715439701
0.06810907159601455,0.11357676918860726,0.599674317931263,0.0005143398119891385,1.0988737725128392,0.10629439174191364,0.1256031391809207,0.02421609568697965,0.08334521868457877,0.08152705763839942,0.2462159566995234,0.33279814036768457
0.06848124377293842,0.1144891114927476,0.598146346670499,0.0005920379463993487,1.1358008082738762,0.1259659052478619,0.06394381853468556,0.032679203914664806,0.0652256604417553,0.15110369024748216,0.22779817623082174,0.33328354538272853
0.06786314659543116,0.11428283930395261,0.5938174708360088,0.0006254968102924721,1.149422447230087,0.09767959606175525,0.0358810138549451,0.026365813229432353,0.10456982898859776,0.17735643890294564,0.2291644385457615,0.32898287041656243
