return,risk,sharpe,cost,diversification,VTI_weight,VOO_weight,VBR_weight,VTV_weight,MTUM_weight,VXUS_weight,BND_weight
0.06926755825629206,0.11690233966767853,0.5925249952498884,0.00043902492870013274,1.0752106452609391,0.11666626459767226,0.2361452376283044,0.046025512009520576,0.05247993471735838,0.03618142677427581,0.17987254573864433,0.3326290785342242
0.06691892967091297,0.11329814504301192,0.5906445303716863,0.0005876193287412434,1.1462098297922567,0.026910404202607756,0.09179804946485384,0.050591081746409416,0.13017518292551453,0.13057755629470652,0.2441807754912006,0.3257669498747072
0.06902908163085499,0.11697803947482414,0.5901029111170164,0.0005238134239613703,1.1221317821118217,0.045591499786697645,0.22153320280094133,0.045241814532119735,0.08562763147951553,0.10574411919610019,0.17565247991312655,0.32060925229149917
0.06659872711520846,0.11299445097008788,0.5893982097655275,0.0006062061487479644,1.145041438056998,0.03204562611763114,0.04095528327999495,0.060855910150643504,0.11772883397574674,0.12509064503942782,0.29995531810704723,0.3233683833295087
0.06987846224522772,0.1189783715720856,0.5873207148653093,0.0005267126371505013,1.1174197616126533,0.23547596460806822,0.04418071422116716,0.06467881120200895,0.042703936897060805,0.10021930098964524,0.19076889448104345,0.32197237760100617
0.06658512871896734,0.11337371067707759,0.5873066015156,0.0006927233760213093,1.1812375364818701,0.017163714223650987,0.026403470330683923,0.04011111731745677,0.1343194481620356,0.2304657359129828,0.21672025295635935,0.33481626109683055
0.07047245830762472,0.12005236456494851,0.5870143296469518,0.0005568504067296856,1.1170037524889451,0.12537667693022325,0.13340559047000364,0.053803356514217554,0.023967788436171915,0.11230332777717773,0.2454207298694204,0.3057225300027856
0.06693935387834067,0.1141445737641762,0.5864435922870764,0.0004597612469692277,1.075911912942933,0.17701642909426252,0.058801819785846796,0.08382516900322189,0.0717500023144023,0.019090118168361706,0.24037009333616166,0.34914636829774326
0.06898274062890679,0.11805867001572591,0.5843089763735099,0.0005131528573486803,1.104707113823069,0.11456079028623412,0.13028928442690194,0.08376727686232284,0.03811352565463687,0.0629125222805743,0.25084891825399575,0.3195076822353342
0.06631371234375616,0.113583758414266,0.583830939119789,0.0005453483786620215,1.1220065327294366,0.012849278069526845,0.10190794786913478,0.03147810345616375,0.19531121140880298,0.09579377824209792,0.24568370562039543,0.3169759753338784
0.06940333288092769,0.1193329351516214,0.5815941155955443,0.0005912650065406701,1.1338688737006066,0.013112400086726938,0.17452458130959306,0.022810070444577932,0.1204162117333771,0.15037745491110865,0.22411602824042712,0.2946432532741892
0.0710136598394926,0.12231342339147312,0.5805876237492604,0.0005571424680924897,1.1234594476492938,0.09857919786526528,0.1759591077060715,0.06258271492725315,0.031299299909549175,0.11793551904165715,0.2186420732016126,0.295002087348591
0.06516191062834892,0.11240560076908161,0.579703414976742,0.0005946516659179218,1.1640604888235084,0.026213651027350696,0.03579988513163958,0.13431946766826625,0.10533378441566929,0.11252226990924763,0.23840944129487815,0.3474015005529484
0.070793932834,0.12226472175455289,0.5790217473861284,0.0005860795275598617,1.1222549170279752,0.14276425727577835,0.07976289149164427,0.026945442187758895,0.08037966790906981,0.14203017020159117,0.24206794912985433,0.28604962180430304
0.07017756188468685,0.12158608216938348,0.5771841697055539,0.000627576138360618,1.1427270362637945,0.10597705524803006,0.07067151046246872,0.028697718998658937,0.10059770558669497,0.18050516408202116,0.22357770826014892,0.2899731373619774
0.07210356522253814,0.12499738448848036,0.5768405916460047,0.0005230311673641928,1.080379799643805,0.05409017286744115,0.24291724646891003,0.03627123937291679,0.017580110434907287,0.06834601406704063,0.3118736092277164,0.26892160756106775
0.06953307785234411,0.12065163039689805,0.5763127909967456,0.0006372312232558571,1.1552277541583011,0.08468474452647971,0.05856242894372842,0.057508678732666935,0.09207136532286156,0.17470080125074103,0.23844913432403733,0.29402284689948516
0.07057277073181692,0.1225369903919541,0.5759303415734193,0.0004885384095371997,1.1069557349305692,0.02661620180249488,0.3003103678759349,0.07844954488642039,0.052647946755962745,0.06749475925718645,0.17725021449602887,0.29723096492597173
0.06988916353442748,0.12136671338557856,0.5758511669702352,0.0006135475389713919,1.1459330902238396,0.044439974060378626,0.12753523974127887,0.053693708140942834,0.09256355291203351,0.15628181505678126,0.2381888058891849,0.2872969041994
0.06883998133660585,0.11961947633452068,0.5754914119845507,0.0006541120165687525,1.1624397827611952,0.014343460907177226,0.08509593018566355,0.05698516435624572,0.11322451901864618,0.18072196970876447,0.25782283818468077,0.2918061176388221
0.06761627161017968,0.11750223429056914,0.5754466884686859,0.0005602239235920845,1.1383064382123376,0.042388637073764966,0.10636024611925897,0.0974483242266341,0.1079319593489153,0.09680186786734235,0.23572289131432123,0.3133460740497631
0.06560474564631993,0.11400671443977622,0.5754463319875383,0.0004886638122936366,1.0839050914417543,0.1286438760260427,0.020732497029526897,0.11128854662118509,0.09728269605382361,0.021251204838304408,0.2722966955845374,0.3485044838465798
0.07125340407185135,0.1238630560111201,0.5752595355426593,0.000551620952658572,1.1129946946085114,0.11035319936422473,0.1573476580246691,0.024945955965851266,0.09395036008955056,0.12262248561048096,0.21275137882674836,0.27802896211847494
0.06774937186908193,0.11814432596976453,0.5734458368015095,0.0005796471806477019,1.1307198266042566,0.03436443710311467,0.07239110884092309,0.019531917241866863,0.2122976805616063,0.1264151603914477,0.24726613306264297,0.28773356279839846
0.0723048393908984,0.12608849005665662,0.5734451999417943,0.0005657105844148634,1.1202453850798846,0.16497237814786378,0.13182681240468905,0.04374942814929996,0.04765695460637645,0.13670482739922832,0.19849831203857973,0.2765912872539626
0.07071431108347512,0.12334755661873917,0.5732931646311353,0.0005825279887165,1.1322067936217755,0.10112555289410739,0.11606228243209596,0.08108527460676,0.04355282501880327,0.12045092729945854,0.2529937090314134,0.2847294287173616
0.07106083933060955,0.12403709579626429,0.5728998963933316,0.0006125525327042583,1.1406103479440326,0.19485351382952115,0.01054457294536554,0.07353742958552177,0.04183118362801797,0.15232070329219474,0.2404239963915353,0.2864886003278436
0.06592927202090246,0.11529278739771245,0.5718421204743166,0.00046929309443604174,1.0905389927363323,0.09802404702300935,0.09431655168954806,0.1223206810992971,0.10397010825501585,0.020501819010539712,0.213414070895434,0.347452722027156
0.07083083996734285,0.12413049030257702,0.5706159686849506,0.0005692414287521545,1.1323890467130784,0.12342664957179751,0.11188062098515306,0.08308476327541078,0.05766689524617486,0.11766991938841874,0.22259232662817566,0.2836788249048694
0.06953875100982815,0.12208564972620002,0.569589883543085,0.0005807423885555959,1.1334417626353388,0.07744016205251004,0.08816424405952263,0.05703541205476824,0.1306956540527878,0.12252338969102318,0.2445764767479547,0.2795646613414335
0.06919618615410787,0.12155885392075723,0.5692401986548511,0.0005137078287928995,1.0946746758880155,0.1328238553040869,0.07117140067313882,0.046244926673218376,0.14134434397000104,0.0650051599231621,0.25767307954704394,0.28573723390934885
0.06891888015230434,0.12148137464702011,0.5673205489529328,0.0006141945865319272,1.1545930624282745,0.02446138265739032,0.09898097129101285,0.0483959539224713,0.17622155351097304,0.15970288310062258,0.2139264747277357,0.2783107807897943
0.072480236051503,0.12797418209707362,0.566366081531381,0.0004777554999037721,1.0769845646083451,0.1421191476622264,0.2088604191479795,0.060904437047676736,0.03795246224517655,0.04539244418739106,0.2378188645882861,0.26695222512126365
0.07145409353918175,0.1262044170145705,0.566177438392923,0.0006794270989603656,1.1631199746080654,0.12740934926226558,0.060448830617328135,0.06453895558230406,0.05113117278604173,0.22951176641737975,0.18271069936996032,0.28424922596472035
0.06831978351312919,0.12068173672497898,0.5661153490757497,0.000492297326720385,1.1006614266643069,0.1120862025526224,0.10927694242986719,0.10216442030483831,0.10610113514763497,0.04493380239307261,0.21725220552999716,0.3081852916419675
0.06854193777560441,0.1212109843510109,0.5654762903097633,0.0005365780429616553,1.1134510939670832,0.06081578054821286,0.1005958583749775,0.03455318715135932,0.20440395631847957,0.09228005604089294,0.22895076305048032,0.27840039851559756
0.07020231358158549,0.12421106169280101,0.5651856817326782,0.0006760298850599139,1.179044202800465,0.06178916588531694,0.0727124741762827,0.12557922989564899,0.028135129212680094,0.1926018222689951,0.22965623364398016,0.28952594491709605
0.07211036017845554,0.1276378641279243,0.5649605677057034,0.0006983423436859373,1.1485756503719962,0.12352092391822184,0.04711155995129829,0.03924729223567999,0.044806535200445016,0.23494934310159474,0.24055890387426773,0.2698054417184923
0.07356316238446425,0.13021681223973405,0.5649283001109849,0.0007081185784857997,1.1132707422121098,0.055732374723441704,0.06574738094191622,0.008437038490342467,0.012177012253061725,0.18674936387911886,0.4485670630235348,0.2225897666885842
0.07177550351508484,0.12711222754601612,0.5646624632480873,0.0005276962779891038,1.0993240290466106,0.1662407912087076,0.10378232466702063,0.0368744772397885,0.10913396086191608,0.09015613419020758,0.2346143249468693,0.25919798688549023
